file_name,cluster_id
00004350001_00117,1
00004350001_00118,1
00004350001_00119,1
00004350001_00120,1
00004350001_00121,1
00004350001_00122,1
00004350001_00123,1
00004350001_00124,1
00004350001_00125,1
00004350001_00126,1
00004350001_00127,1
00004350001_00128,1
00004350001_00129,1
00004350001_00130,1
00004350001_00131,1
00004360001_00132,1
00004360001_00133,1
00004360001_00134,1
00004360001_00135,1
00004360001_00136,1
00004360001_00137,1
00004360001_00138,1
00004360001_00139,1
00004360001_00140,1
00004360001_00141,1
00004360001_00142,1
00004360001_00143,1
00004380001_00144,1
00004380001_00145,1
00004380001_00146,1
00004380001_00147,1
00004380001_00148,1
00004380001_00149,1
00004380001_00150,1
00004380001_00151,1
00004380001_00152,1
00004370001_00153,1
00004370001_00154,1
00004370001_00155,1
00004380001_00156,1
00004380001_00157,1
00004380001_00158,1
00004380001_00159,1
00004380001_00160,1
00004380001_00161,1
00004380001_00162,1
00004380001_00163,1
00004380001_00164,1
00004380001_00165,1
00004380001_00166,1
00004380001_00167,1
00004380001_00168,1
00004380001_00169,1
00004380001_00170,1
00004380001_00171,1
00004380001_00172,1
00004380001_00173,1
00004380001_00174,1
00004380001_00175,1
00004390001_00176,1
00004390001_00177,1
00004390001_00178,1
00004390001_00179,1
00004390001_00180,1
00004400001_00181,1
00004400001_00182,1
00004400001_00183,1
00004400001_00184,1
00004400001_00185,1
00004410001_00186,1
00004410001_00187,1
00004410001_00188,1
00004410001_00189,1
00004410001_00190,1
00004410001_00191,1
00004420001_00192,1
00004420001_00193,1
00004420001_00194,1
00004420001_00195,1
00004420001_00196,1
00004420001_00197,1
00004460001_00198,1
00004460001_00199,1
00004460001_00200,1
00004460001_00201,1
00004460001_00202,1
00004460001_00203,1
00004460001_00204,1
00004460001_00205,1
00004460001_00206,1
00004440001_00207,1
00004440001_00208,1
00004460001_00209,1
00004440001_00210,1
00004440001_00211,1
00004460001_00212,1
00004440001_00213,1
00004460001_00214,1
00004440001_00215,1
00004460001_00216,1
00004440001_00217,1
00004440001_00218,1
00004440001_00219,1
00004440001_00220,1
00004440001_00221,1
00004430001_00222,1
00004430001_00223,1
00004440001_00224,1
00004440001_00225,1
00004440001_00226,1
00004460001_00227,1
00004440001_00228,1
00004460001_00229,1
00004440001_00230,1
00004460001_00231,1
00004440001_00232,1
00004460001_00233,1
00004460001_00234,1
00004460001_00235,1
00004460001_00236,1
00004460001_00237,1
00004460001_00238,1
00004460001_00239,1
00004460001_00240,1
00004460001_00241,1
00004460001_00242,1
00004460001_00243,1
00004460001_00244,1
00004460001_00245,1
00004460001_00246,1
00004460001_00247,1
00004460001_00248,1
00004460001_00249,1
00004460001_00250,1
00004460001_00251,1
00004460001_00252,1
00004460001_00253,1
00004460001_00254,1
00004450001_00255,1
00004460001_00256,1
00004450001_00257,1
00004460001_00258,1
00004450001_00259,1
00004460001_00260,1
00004450001_00261,1
00004460001_00262,1
00004450001_00263,1
00004460001_00264,1
00004450001_00265,1
00004460001_00266,1
00004450001_00267,1
00004460001_00268,1
00004460001_00269,1
00004460001_00270,1
00004460001_00271,1
00004460001_00272,1
00004460001_00273,1
00004460001_00274,1
00004460001_00275,1
00004460001_00276,1
00004470001_00277,1
00004460001_00278,1
00004480001_00279,1
00004480001_00280,1
00004480001_00281,1
00004480001_00282,1
00004480001_00283,1
00004480001_00284,1
00004490001_00285,1
00004490001_00286,1
00004490001_00287,1
00004490001_00288,1
00004490001_00289,1
00004490001_00290,1
00004490001_00291,1
00004490001_00292,1
00004490001_00293,1
00004490001_00294,1
00004490001_00295,1
00004490001_00296,1
00004500001_00297,1
00004500001_00298,1
00004500001_00299,1
00004510001_00300,1
00004500001_00301,1
00004510001_00302,1
00004500001_00303,1
00004510001_00304,1
00004500001_00305,1
00004510001_00306,1
00004500001_00307,1
00004510001_00308,1
00004500001_00309,1
00004510001_00310,1
00004500001_00311,1
00004510001_00312,1
00004500001_00313,1
00004510001_00314,1
00004530001_00315,1
00004530001_00316,1
00004530001_00317,1
00004530001_00318,1
00004530001_00319,1
00004540001_00320,1
00004540001_00321,1
00004540001_00322,1
00004540001_00323,1
00004540001_00324,1
00004550001_00325,1
00004550001_00326,1
00004550001_00327,1
00004560001_00328,1
00004560001_00329,1
00004560001_00330,1
00004560001_00331,1
00004550001_00332,1
00004560001_00333,1
00004560001_00334,1
00004550001_00335,1
00004560001_00336,1
00004560001_00337,1
00004560001_00338,1
00004550001_00339,1
00004560001_00340,1
00004550001_00341,1
00004560001_00342,1
00004550001_00343,1
00004560001_00344,1
00004560001_00345,1
00004560001_00346,1
00004560001_00347,1
00004560001_00348,1
00004560001_00349,1
00004560001_00350,1
00004570001_00351,1
00004560001_00352,1
00004570001_00353,1
00004560001_00354,1
00004570001_00355,1
00004570001_00356,1
00004570001_00357,1
00004570001_00358,1
00004570001_00359,1
00004570001_00360,1
00004580001_00361,1
00004580001_00362,1
00004580001_00363,1
00004580001_00364,1
00004580001_00365,1
00004580001_00366,1
00004600001_00367,1
00004600001_00368,1
00004600001_00369,1
00004600001_00370,1
00004600001_00371,1
00004600001_00372,1
00004600001_00373,1
00004600001_00374,1
00004600001_00375,1
00004600001_00376,1
00004590001_00377,6
00004600001_00378,1
00004590001_00379,6
00004600001_00380,1
00004590001_00381,6
00004600001_00382,1
00004590001_00383,6
00004600001_00384,1
00004590001_00385,6
00004600001_00386,1
00004590001_00387,6
00004600001_00388,1
00004590001_00389,6
00004600001_00390,1
00004590001_00391,6
00004600001_00392,1
00004600001_00393,1
00004600001_00394,1
00004600001_00395,1
00004600001_00396,1
00004600001_00397,1
00004600001_00398,1
00004600001_00399,1
00004600001_00400,1
00004600001_00401,1
00004600001_00402,1
00004600001_00403,1
00004600001_00404,1
00004600001_00405,1
00004600001_00406,1
00004600001_00407,1
00004600001_00408,1
00004600001_00409,1
00004600001_00410,1
00004600001_00411,1
00004600001_00412,1
00004600001_00413,1
00004600001_00414,1
00004600001_00415,1
00004600001_00416,1
00004600001_00417,1
00004600001_00418,1
00004600001_00419,1
00004600001_00420,1
00004620001_00421,1
00004620001_00422,1
00004620001_00423,1
00004620001_00424,1
00004630001_00425,1
00004630001_00426,1
00004630001_00427,1
00004640001_00428,1
00004640001_00429,1
00004640001_00430,1
00004640001_00431,1
00004640001_00432,1
00004670001_00433,1
00004670001_00434,1
00004670001_00435,1
00004670001_00436,1
00004690001_00437,1
00004690001_00438,1
00004690001_00439,1
00004680001_00440,1
00004680001_00441,1
00004680001_00442,1
00004680001_00443,1
00004680001_00444,1
00004680001_00445,1
00004680001_00446,1
00004690001_00447,1
00004690001_00448,1
00004690001_00449,1
00004700001_00450,1
00004700001_00451,1
00004700001_00452,1
00004700001_00453,1
00004700001_00454,1
00004700001_00455,1
00004700001_00456,1
00004700001_00457,1
00004700001_00458,1
00004700001_00459,1
00004700001_00460,1
00004700001_00461,1
00004700001_00462,1
00004700001_00463,1
00004700001_00464,1
00004700001_00465,1
00004700001_00466,1
00004700001_00467,1
00004700001_00468,1
00004700001_00469,1
00004700001_00470,1
00004700001_00471,1
00004700001_00472,1
00004700001_00473,1
00004700001_00474,1
00004700001_00475,1
00004710001_00476,6
00004710001_00477,6
00004710001_00478,6
00004710001_00479,6
00004710001_00480,6
00472000101_00481,1
00004710001_00482,6
00472000101_00483,1
00004710001_00484,6
00472000101_00485,1
00004710001_00486,6
00472000101_00487,1
00004710001_00488,6
00004710001_00489,6
00472000106_00490,6
00004740001_00491,6
00004740001_00492,6
00004740001_00493,6
00004750001_00494,1
00004750001_00495,1
00004750001_00496,1
00004750001_00497,1
00004760001_00498,1
00004750001_00499,1
00004760001_00500,1
00004750001_00501,1
00004760001_00502,1
00004750001_00503,1
00004760001_00504,1
00004750001_00505,1
00004760001_00506,1
00004760001_00507,1
00004760001_00508,1
00004750001_00509,1
00004760001_00510,1
00004750001_00511,1
00004760001_00512,1
00004750001_00513,1
00004760001_00514,1
00004750001_00515,1
00004760001_00516,1
00004750001_00517,1
00004760001_00518,1
00004750001_00519,1
00004750001_00520,1
00004750001_00521,1
00004760001_00522,1
00004760001_00523,1
00004760001_00524,1
00004760001_00525,1
00004760001_00526,1
00004760001_00527,1
00004770001_00528,1
00004770001_00529,1
00004770001_00530,1
00004770001_00531,1
00004770001_00532,1
00004770001_00533,1
00004770001_00534,1
00004770001_00535,1
00004770001_00536,1
00004770001_00537,1
00004770001_00538,1
00004770001_00539,1
00004770001_00540,1
00004780001_00541,1
00004780001_00542,1
00004780001_00543,1
00004780001_00544,1
00004780001_00545,1
00004810001_00546,1
00004810001_00547,1
00004810001_00548,1
00004810001_00549,1
00004810001_00550,1
00004810001_00551,1
00004810001_00552,1
00004810001_00553,1
00004810001_00554,1
00004790001_00555,1
00004810001_00556,1
00004810001_00557,1
00004790001_00558,1
00004810001_00559,1
00004790001_00560,1
00004810001_00561,1
00004810001_00562,1
00004810001_00563,1
00004810001_00564,1
00004810001_00565,1
00004810001_00566,1
00004810001_00567,1
00004810001_00568,1
00004810001_00569,1
00004800001_00570,1
00004800001_00571,1
00004810001_00572,1
00004800001_00573,1
00004810001_00574,1
00004800001_00575,1
00004810001_00576,1
00004810001_00577,1
00004810001_00578,1
00004820001_00579,1
00004820001_00580,1
00004820001_00581,1
00004820001_00582,1
00004820001_00583,1
00004820001_00584,1
00004820001_00585,1
00004820001_00586,1
00004820001_00587,1
00004820001_00588,1
00004820001_00589,1
00004830001_00590,1
00004830001_00591,1
00004830001_00592,1
00004840001_00593,1
00004830001_00594,1
00004830001_00595,1
00004840001_00596,1
00004830001_00597,1
00004840001_00598,1
00004840001_00599,1
00004830001_00600,1
00004840001_00601,1
00004840001_00602,1
00004850001_00603,1
00004850001_00604,1
00004860001_00605,1
00004860001_00606,1
00004860001_00607,1
00004860001_00608,1
00004870001_00609,1
00004870001_00610,1
00004870001_00611,1
00004870001_00612,1
00004860001_00613,1
00004880001_00614,1
00004860001_00615,1
00004880001_00616,1
00004860001_00617,1
00004880001_00618,1
00004880001_00619,1
00004880001_00620,1
00004880001_00621,1
00004870001_00622,1
00004880001_00623,1
00004880001_00624,1
00004890001_00625,1
00004890001_00626,1
00004890001_00627,1
00004890001_00628,1
00004890001_00629,1
00004890001_00630,1
00004890001_00631,1
00004890001_00632,1
00004900001_00633,6
00004900001_00634,6
00004900001_00635,6
00004900001_00636,6
00004900001_00637,6
00004900001_00638,6
00004900001_00639,6
00004910001_00640,1
00004910001_00641,1
00004910001_00642,1
00004910001_00643,1
00004910001_00644,1
00004910001_00645,1
00004910001_00646,1
00004930001_00647,1
00004930001_00648,1
00004930001_00649,1
00004930001_00650,1
00004930001_00651,1
00004930001_00652,1
00004930001_00653,1
00004940001_00654,1
00004940001_00655,1
00004940001_00656,1
00004960001_00657,6
00004960001_00658,6
00004960001_00659,6
00004960001_00660,6
00004960001_00661,6
00004960001_00662,6
00004970001_00663,1
00004970001_00664,1
00004970001_00665,1
00006840001_00666,1
00006840001_00667,1
00006840001_00668,1
00006880001_00669,1
00006880001_00670,1
00006880001_00671,1
00006880001_00672,1
00006880001_00673,1
00006910001_00674,1
00006880001_00675,1
00006910001_00676,1
00006880001_00677,1
00006910001_00678,1
00006910001_00679,1
00006910001_00680,1
00006910001_00681,1
00006910001_00682,1
00006910001_00683,1
00006900001_00684,1
00006900001_00685,1
00006900001_00686,1
00006900001_00687,1
00006900001_00688,1
00006900001_00689,1
00006900001_00690,1
00006900001_00691,1
00006910001_00692,1
00006910001_00693,1
00006910001_00694,1
00006910001_00695,1
00006930001_00696,1
00006930001_00697,1
00006930001_00698,1
00006930001_00699,1
00006930001_00700,1
00006930001_00701,1
00006950001_00702,1
00006950001_00703,1
00006950001_00704,1
00006940001_00705,1
00006950001_00706,1
00006940001_00707,1
00006940001_00708,1
00006940001_00709,1
00006940001_00710,1
00006940001_00711,1
00006940001_00712,1
00006950001_00713,1
00006970001_00714,1
00006960001_00715,1
00006960001_00716,1
00006960001_00717,1
00006960001_00718,1
00006970001_00719,1
00006970001_00720,1
00006970001_00721,1
00006970001_00722,1
00006970001_00723,1
00006970001_00724,1
00006970001_00725,1
00006970001_00726,1
00006970001_00727,1
00006990001_00728,1
00006990001_00729,1
00006990001_00730,1
00006990001_00731,1
00006990001_00732,1
00006990001_00733,1
00006990001_00734,1
00006990001_00735,1
00006990001_00736,1
00007010001_00737,1
00007010001_00738,1
00007010001_00739,1
00007010001_00740,1
00007010001_00741,1
00007010001_00742,1
00007010001_00743,1
00007010001_00744,1
00007000001_00745,1
00007010001_00746,1
00007000001_00747,1
00007000001_00748,1
00007000001_00749,1
00007010001_00750,1
00007000001_00751,1
00007000001_00752,1
00007010001_00753,1
00007010001_00754,1
00007010001_00755,1
00007020001_00756,1
00007020001_00757,1
00007020001_00758,1
00007020001_00759,1
00007020001_00760,1
00007020001_00761,1
00007020001_00762,1
00007020001_00763,1
00007020001_00764,1
00007020001_00765,1
00007020001_00766,1
00007020001_00767,1
00007020001_00768,1
00007020001_00769,1
00007020001_00770,1
00007020001_00771,1
00704000101_00772,1
00007030001_00773,1
00704000101_00774,1
00007030001_00775,1
00007030001_00776,1
00007030001_00777,1
00007030001_00778,1
00007030001_00779,1
00007030001_00780,1
00704000101_00781,1
00704000123_00782,23
00704000123_00783,23
00704000123_00784,23
00704000123_00785,23
00704000123_00786,23
00704000123_00787,23
00704000123_00788,23
00007060001_00789,23
00007060001_00790,23
00007060001_00791,23
00007060001_00792,23
00007060001_00793,23
00007060001_00794,23
00007070001_00795,1
00007070001_00796,1
00007070001_00797,1
00007080001_00798,1
00007080001_00799,1
00007080001_00800,1
00007080001_00801,1
00007080001_00802,1
00007080001_00803,1
00007080001_00804,1
00007080001_00805,1
00007090001_00806,1
00007090001_00807,1
00007090001_00808,1
00007090001_00809,1
00007090001_00810,1
00007090001_00811,1
00007090001_00812,1
00007110001_00813,1
00007090001_00814,1
00007090001_00815,1
00007090001_00816,1
00007090001_00817,1
00007110001_00818,1
00007110001_00819,1
00007110001_00820,1
00007110001_00821,1
00007110001_00822,1
00007110001_00823,1
00007110001_00824,1
00007110001_00825,1
00007110001_00826,1
00007110001_00827,1
00007110001_00828,1
00007100001_00829,1
00007100001_00830,1
00007110001_00831,1
00007100001_00832,1
00007100001_00833,1
00007110001_00834,1
00007120001_00835,1
00007120001_00836,1
00007120001_00837,1
00007120001_00838,1
00007120001_00839,1
00007120001_00840,1
00007120001_00841,1
00007120001_00842,1
00007120001_00843,1
00007120001_00844,1
00007120001_00845,1
00007140001_00846,1
00007140001_00847,1
00007140001_00848,1
00007140001_00849,1
00007140001_00850,1
00007140001_00851,1
00007140001_00852,1
00007140001_00853,1
00007140001_00854,1
00007140001_00855,1
00007140001_00856,1
00007140001_00857,1
00007150001_00858,1
00007150001_00859,1
00007150001_00860,1
00007150001_00861,1
00007150001_00862,1
00007150001_00863,1
00007150001_00864,1
00007150001_00865,1
00007150001_00866,1
00007150001_00867,1
00007160001_00868,23
00007160001_00869,23
00007160001_00870,23
00007160001_00871,23
00007160001_00872,23
00007160001_00873,23
00007160001_00874,23
00007180001_00875,1
00717000101_00876,1
00007180001_00877,1
00717000101_00878,1
00007180001_00879,1
00717000101_00880,1
00007180001_00881,1
00717000101_00882,1
00007180001_00883,1
00717000101_00884,1
00007180001_00885,1
00717000101_00886,1
00007190001_00887,1
00007190001_00888,1
00007190001_00889,1
00007190001_00890,1
00007210001_00891,1
00007210001_00892,1
00007210001_00893,1
00007210001_00894,1
00007210001_00895,1
00007210001_00896,1
00007210001_00897,1
00007210001_00898,1
00007210001_00899,1
00007210001_00900,1
00007210001_00901,1
00007210001_00902,1
00007200001_00903,1
00007210001_00904,1
00007200001_00905,1
00007200001_00906,1
00007210001_00907,1
00007200001_00908,1
00007210001_00909,1
00007200001_00910,1
00007210001_00911,1
00007200001_00912,1
00007210001_00913,1
00007210001_00914,1
00007210001_00915,1
00007200001_00916,1
00007200001_00917,1
00007210001_00918,1
00007220001_00919,1
00007220001_00920,1
00007220001_00921,1
00007220001_00922,1
00007220001_00923,1
00007220001_00924,1
00007220001_00925,1
00007220001_00926,1
00007220001_00927,1
00007220001_00928,1
00007220001_00929,1
00007220001_00930,1
00007240001_00931,1
00007240001_00932,1
00007240001_00933,1
00007240001_00934,1
00007240001_00935,1
00007230001_00936,1
00007240001_00937,1
00007230001_00938,1
00007240001_00939,1
00007240001_00940,1
00007240001_00941,1
00007240001_00942,1
00007240001_00943,1
00007240001_00944,1
00007240001_00945,1
00007240001_00946,1
00007240001_00947,1
00007240001_00948,1
00007240001_00949,1
00007240001_00950,1
00007240001_00951,1
00007240001_00952,1
00007240001_00953,1
00007260001_00954,1
00007260001_00955,1
00007260001_00956,1
00007260001_00957,1
00007260001_00958,1
00007260001_00959,1
00007260001_00960,1
00007260001_00961,1
00007260001_00962,1
00007280001_00963,23
00007310001_00964,1
00007310001_00965,1
00007310001_00966,1
00007320001_00967,1
00007320001_00968,1
00007320001_00969,1
00007320001_00970,1
00007320001_00971,1
00007320001_00972,1
00007320001_00973,1
00007330001_00974,1
00007330001_00975,1
00007330001_00976,1
00007330001_00977,1
00007330001_00978,1
00007330001_00979,1
00007330001_00980,1
00007330001_00981,1
00007330001_00982,1
00007340001_00983,1
00007340001_00984,1
00007340001_00985,1
00007350001_00986,1
00007350001_00987,1
00007350001_00988,1
00007350001_00989,1
00007350001_00990,1
00007360001_00991,1
00007360001_00992,1
00007360001_00993,1
00007360001_00994,1
00007360001_00995,1
00007360001_00996,1
00007360001_00997,1
00007360001_00998,1
00007360001_00999,1
00007380001_01000,1
00007380001_01001,1
00007380001_01002,1
00007380001_01003,1
00007380001_01004,1
00007380001_01005,1
00007380001_01006,1
00007380001_01007,1
00007380001_01008,1
00007380001_01009,1
00007380001_01010,1
00007380001_01011,1
00007380001_01012,1
00007380001_01013,1
00007380001_01014,1
00007380001_01015,1
00007380001_01016,1
00007380001_01017,1
00007390001_01018,23
00007390001_01019,23
00007390001_01020,23
00007420001_01021,23
00007440001_01022,1
00007440001_01023,1
00007440001_01024,1
00007440001_01025,1
00007440001_01026,1
00007440001_01027,1
00007440001_01028,1
00007440001_01029,1
00007440001_01030,1
00007440001_01031,1
00007450001_01032,1
00007450001_01033,1
00007450001_01034,1
00007450001_01035,1
00007450001_01036,1
00007450001_01037,1
00007450001_01038,1
00007460001_01039,1
00007460001_01040,1
00007460001_01041,1
00007470001_01042,1
00007470001_01043,1
00007470001_01044,1
00007470001_01045,1
00007470001_01046,1
00007470001_01047,1
00007470001_01048,1
00007470001_01049,1
00007470001_01050,1
00007470001_01051,1
00007480001_01052,1
00007480001_01053,1
00007480001_01054,1
00007490001_01055,1
00007490001_01056,1
00007490001_01057,1
00007490001_01058,1
00007490001_01059,1
00007500001_01060,1
00007490001_01061,1
00007500001_01062,1
00011280001_01063,1
00011280001_01064,1
00011310001_01065,1
00011310001_01066,1
00011310001_01067,1
00011310001_01068,1
00011310001_01069,1
00011310001_01070,1
00011310001_01071,1
00011310001_01072,1
00011310001_01073,1
00011310001_01074,1
00011310001_01075,1
00011310001_01076,1
00011310001_01077,1
00011320001_01078,1
00011340001_01079,1
00011340001_01080,1
00011360001_01081,1
00011360001_01082,1
00011360001_01083,1
00011360001_01084,1
00011390001_01085,1
00011390001_01086,1
00011390001_01087,1
00011390001_01088,1
00013090001_01089,3
00013090001_01090,3
00013110001_01091,3
00013110001_01092,3
00013110001_01093,3
00013110001_01094,3
00013110001_01095,3
00013110001_01096,3
00013110001_01097,3
00013110001_01098,3
00013120001_01099,2
00013120001_01100,2
00013120001_01101,2
00013120001_01102,2
00013120001_01103,2
00013120001_01104,2
00013120001_01105,2
00013120001_01106,2
00013120001_01107,2
00013120001_01108,2
00013120001_01109,2
00013120001_01110,2
00013120001_01111,2
00013120001_01112,2
00013130001_01113,2
00013130001_01114,2
00013130001_01115,2
00013130001_01116,2
00013130001_01117,2
00013130001_01118,2
00013130001_01119,2
00013130001_01120,2
00013140001_01121,3
00013140001_01122,3
00013140001_01123,3
00013140001_01124,3
00013140001_01125,3
00013140001_01126,3
00013150001_01127,3
00013150001_01128,3
00013150001_01129,3
00013150001_01130,3
00013150001_01131,3
00013150001_01132,3
00013150001_01133,3
00013150001_01134,3
00013160001_01135,3
00013160001_01136,3
00013160001_01137,3
00013160001_01138,3
00013160001_01139,3
00013160001_01140,3
00013160001_01141,3
00013160001_01142,3
00013160001_01143,3
00013160001_01144,3
00013160001_01145,3
00013160001_01146,3
00013160001_01147,3
00013160001_01148,3
00013160001_01149,3
00013160001_01150,3
00013160001_01151,3
00013160001_01152,3
00013160001_01153,3
00013160001_01154,3
00013160001_01155,3
00013160001_01156,3
00013160001_01157,3
00013160001_01158,3
00013160001_01159,3
00013160001_01160,3
00013160001_01161,3
00013160001_01162,3
00013160001_01163,3
00013160001_01164,3
00013160001_01165,3
00013160001_01166,3
00013160001_01167,3
00013160001_01168,3
00013180001_01169,3
00013180001_01170,3
00013180001_01171,3
00013180001_01172,3
00013180001_01173,3
00013180001_01174,3
00013180001_01175,3
00013180001_01176,3
00013180001_01177,3
00013180001_01178,3
00013180001_01179,3
00013180001_01180,3
00013180001_01181,3
00013180001_01182,3
00013180001_01183,3
00013180001_01184,3
00013180001_01185,3
00013180001_01186,3
00013200001_01187,3
00013200001_01188,3
00013200001_01189,3
00013230001_01190,3
00013230001_01191,3
00013230001_01192,3
00013230001_01193,3
00013250001_01194,2
00013250001_01195,2
00013250001_01196,2
00013250001_01197,2
00013250001_01198,2
00013310001_01199,7
00013310001_01200,7
00013310001_01201,7
00013310001_01202,7
00013310001_01203,7
00013310001_01204,7
00013310001_01205,7
00013310001_01206,7
00013310001_01207,7
00013310001_01208,7
00013310001_01209,7
00013310001_01210,7
00013310001_01211,7
00013310001_01212,7
00013310001_01213,7
00013310001_01214,7
00013310001_01215,7
00013310001_01216,7
00013310001_01217,7
00013310001_01218,7
00013310001_01219,7
00013310001_01220,7
00013310001_01221,7
00013310001_01222,7
00013310001_01223,7
00013310001_01224,7
00013310001_01225,7
00013320001_01226,3
00013320001_01227,3
00013320001_01228,3
00013320001_01229,3
00013320001_01230,3
00013350001_01231,7
00013350001_01232,7
00013350001_01233,7
00013330001_01234,2
00013350001_01235,7
00013330001_01236,2
00013350001_01237,7
00013330001_01238,2
00013330001_01239,2
00013350001_01240,7
00013350001_01241,7
00013350001_01242,7
00013350001_01243,7
00013350001_01244,7
00013350001_01245,7
00013350001_01246,7
00013350001_01247,7
00013350001_01248,7
00013350001_01249,7
00013350001_01250,7
00013350001_01251,7
00013350001_01252,7
00013350001_01253,7
00013350001_01254,7
00013350001_01255,7
00013360001_01256,1
00013370001_01257,1
01343000107_01258,7
01343000107_01259,7
01343000107_01260,7
01343000107_01261,7
01343000107_01262,7
01343000107_01263,7
01343000107_01264,7
01343000107_01265,7
01343000107_01266,7
01343000107_01267,7
01343000107_01268,7
01343000107_01269,7
01343000107_01270,7
01343000107_01271,7
01343000107_01272,7
01343000107_01273,7
01343000107_01274,7
01343000107_01275,7
00013410001_01276,7
00013410001_01277,7
00013410001_01278,7
00013410001_01279,7
00013410001_01280,7
00013410001_01281,7
01343000103_01282,3
01343000103_01283,3
01343000103_01284,3
01343000103_01285,3
01343000103_01286,3
01343000103_01287,3
01343000103_01288,3
00013440001_01289,3
00013440001_01290,3
00013440001_01291,3
00013440001_01292,3
00013440001_01293,3
00013440001_01294,3
00013440001_01295,3
00013440001_01296,3
00013440001_01297,3
00013440001_01298,3
00013440001_01299,3
00013440001_01300,3
00013440001_01301,3
00013440001_01302,3
00013450001_01303,3
00013450001_01304,3
00013450001_01305,3
00013450001_01306,3
00013450001_01307,3
00013450001_01308,3
00013460001_01309,7
00013460001_01310,7
00013460001_01311,7
00013460001_01312,7
00013460001_01313,7
00013460001_01314,7
01348000118_01315,18
01348000118_01316,18
01348000108_01317,8
01348000108_01318,8
01348000108_01319,8
00013490001_01320,3
00013490001_01321,3
00013500001_01322,1
00013500001_01323,1
00013500001_01324,1
00013510001_01325,1
00013510001_01326,1
00013510001_01327,1
00013510001_01328,1
00013510001_01329,1
00013510001_01330,1
00013510001_01331,1
00013510001_01332,1
00013520001_01333,1
00013520001_01334,1
00013520001_01335,1
00013520001_01336,1
00013520001_01337,1
00013520001_01338,1
00013520001_01339,1
00013540001_01340,1
00013540001_01341,1
00013540001_01342,1
00013540001_01343,1
00013540001_01344,1
00013560001_01345,2
00013560001_01346,2
00013560001_01347,2
00013630001_01348,2
00013630001_01349,2
00013630001_01350,2
00013630001_01351,2
00013630001_01352,2
00013630001_01353,2
00013630001_01354,2
00013640001_01355,7
00013640001_01356,7
00013640001_01357,7
00013640001_01358,7
00013640001_01359,7
00013640001_01360,7
00013640001_01361,7
00013640001_01362,7
00013640001_01363,7
00013640001_01364,7
00013640001_01365,7
01371000118_01366,18
01371000118_01367,18
01371000118_01368,18
01371000118_01369,18
01371000118_01370,18
01371000118_01371,18
01371000101_01372,1
01371000101_01373,1
01371000101_01374,1
01371000101_01375,1
01371000101_01376,1
01371000101_01377,1
00013740001_01378,2
00013740001_01379,2
00013740001_01380,2
00013740001_01381,2
00013740001_01382,2
00013740001_01383,2
00013740001_01384,2
00013760001_01385,3
00013760001_01386,3
00013760001_01387,3
00013770001_01388,1
00013770001_01389,1
00013770001_01390,1
00013770001_01391,1
00013770001_01392,1
00013770001_01393,1
00013770001_01394,1
00013770001_01395,1
00013770001_01396,1
00013770001_01397,1
00013770001_01398,1
